USER_ID,ITEM_ID,TIMESTAMP
4539,20,1371038294
4539,36,1395763732
6304,6,1412796293
6304,83,1413106407
9681,81,1418241164
10106,69,1410524133
10106,86,1410525387
17942,40,1396531442
18787,98,1418568186
23232,16,1411019255
30439,4,1417559439
30641,43,1414068764
33326,28,1392069081
33803,21,1375365819
38471,72,1408456057
38927,68,1416399122
43193,77,1407694353
44526,2,1375958949
51167,38,1417777301
51787,91,1407762110
53608,38,1404850075
54163,84,1369913311
54163,72,1407835786
55953,8,1420008843
61841,47,1370803929
61931,42,1418052659
63309,50,1365594880
66272,2,1419518644
66621,36,1391865324
68902,18,1374904997
69003,97,1368114364
70535,2,1369224032
70535,30,1375862480
70535,89,1381830872
70535,60,1381844421
70663,6,1395164000
72708,67,1414151427
73944,70,1370374654
73944,63,1407147205
82913,98,1361612560
83079,94,1415185070
84209,46,1360781147
84209,47,1375288706
85275,58,1368623999
86597,91,1360830849
89546,56,1384856812
91726,16,1365425476
93506,59,1389162346
94390,94,1358523935
94390,15,1365090419
94390,49,1378910261
94390,7,1380877868
94390,91,1401897826
94390,18,1406560071
94390,48,1413702875
96718,75,1376486223
98096,2,1374587074
98785,11,1392789724
100082,48,1408711628
101185,77,1359961340
102295,36,1383676867
103502,97,1407190801
106813,69,1397156731
107438,21,1400517515
107819,10,1397481407
109658,32,1406045371
109730,37,1393955338
111255,69,1381343046
112605,85,1411081484
114630,16,1408979562
115653,19,1400690826
115952,81,1410903459
117339,9,1359766627
117584,83,1398807805
120073,43,1404219495
121187,42,1375001674
122669,17,1362150957
122875,34,1374062006
123354,50,1359912622
123660,24,1395342444
125389,48,1389680820
125389,14,1409644899
128069,97,1393520149
128182,28,1361266763
132566,42,1400755885
132939,16,1419693116
133805,68,1375789223
133961,80,1407528236
137528,50,1415547812
137627,65,1386723272
140649,9,1411567261
141655,83,1376650446
144328,18,1385030255
145158,4,1410448086
153259,48,1414614267
156010,86,1413277630
158637,78,1419705581
163041,46,1401125466
163071,4,1401586609
163260,10,1367310914
163509,98,1398553305
164103,82,1393461227
166530,66,1403249061
168238,27,1406713387
168593,25,1362843787
170510,72,1415220533
171021,67,1373237881
173374,19,1375307781
173481,19,1396477550
174769,50,1415729123
176466,82,1404211289
177800,28,1418936705
181651,64,1417022532
182523,85,1409919178
182949,98,1416847817
183317,78,1414171259
183708,44,1393174537
183708,62,1394392814
184541,16,1413685756
185984,33,1379354932
187659,50,1377539083
188259,72,1403084263
188745,16,1371050837
190037,7,1411737132
191034,85,1413555173
191346,65,1401265077
192188,46,1413311554
192943,36,1416127056
195876,82,1374249607
196233,48,1398765826
201132,48,1361270628
201132,96,1410946720
201243,41,1397120806
202006,98,1383719912
202027,59,1368331810
203543,90,1357759718
203596,90,1365707079
204186,22,1374919257
205162,5,1400493505
205235,54,1410797140
206957,50,1364512446
208762,37,1393518726
210138,46,1416961222
215104,83,1402784592
